"","qweek","vac_1","age","gender","country","Age_groups","agegroup_fct","Vaccine_fct"
"3059","week 18","2",23,"Female","Finland",1,"18-24","Somewhat agree"
"3060","week 18","2",26,"Female","Finland",2,"25-34","Somewhat agree"
"3061","week 18","1",25,"Female","Finland",2,"25-34","Strongly agree"
"3062","week 18","5",62,"Male","Finland",5,"55-64","Strongly disagree"
"3063","week 18","3",61,"Female","Finland",5,"55-64","Neutral/no opinion"
"3064","week 18","3",37,"Female","Finland",3,"35-44","Neutral/no opinion"
"3065","week 18","1",59,"Male","Finland",5,"55-64","Strongly agree"
"3066","week 18","2",66,"Male","Finland",6,"65+","Somewhat agree"
"3067","week 18","5",20,"Male","Finland",1,"18-24","Strongly disagree"
"3068","week 18","3",23,"Male","Finland",1,"18-24","Neutral/no opinion"
"3069","week 18","2",69,"Male","Finland",6,"65+","Somewhat agree"
"3070","week 18","1",52,"Female","Finland",4,"45-54","Strongly agree"
"3071","week 18","1",79,"Male","Finland",6,"65+","Strongly agree"
"3072","week 18","1",65,"Male","Finland",6,"65+","Strongly agree"
"3073","week 18","1",20,"Female","Finland",1,"18-24","Strongly agree"
"3074","week 18","1",79,"Female","Finland",6,"65+","Strongly agree"
"3075","week 18","5",31,"Male","Finland",2,"25-34","Strongly disagree"
"3076","week 18","1",58,"Female","Finland",5,"55-64","Strongly agree"
"3077","week 18","5",39,"Female","Finland",3,"35-44","Strongly disagree"
"3078","week 18","1",76,"Male","Finland",6,"65+","Strongly agree"
"3079","week 18","2",29,"Male","Finland",2,"25-34","Somewhat agree"
"3080","week 18","3",26,"Male","Finland",2,"25-34","Neutral/no opinion"
"3081","week 18","1",53,"Male","Finland",4,"45-54","Strongly agree"
"3082","week 18","3",24,"Male","Finland",1,"18-24","Neutral/no opinion"
"3083","week 18","4",45,"Male","Finland",4,"45-54","Somewhat disagree"
"3084","week 18","5",62,"Male","Finland",5,"55-64","Strongly disagree"
"3085","week 18","4",75,"Female","Finland",6,"65+","Somewhat disagree"
"3086","week 18","2",64,"Male","Finland",5,"55-64","Somewhat agree"
"3087","week 18","2",35,"Male","Finland",3,"35-44","Somewhat agree"
"3088","week 18","1",60,"Male","Finland",5,"55-64","Strongly agree"
"3089","week 18","3",22,"Male","Finland",1,"18-24","Neutral/no opinion"
"3090","week 18","1",22,"Female","Finland",1,"18-24","Strongly agree"
"3091","week 18","1",36,"Male","Finland",3,"35-44","Strongly agree"
"3092","week 18","1",38,"Female","Finland",3,"35-44","Strongly agree"
"3093","week 18","1",55,"Male","Finland",5,"55-64","Strongly agree"
"3094","week 18","1",51,"Female","Finland",4,"45-54","Strongly agree"
"3095","week 18","1",63,"Female","Finland",5,"55-64","Strongly agree"
"3096","week 18","1",65,"Female","Finland",6,"65+","Strongly agree"
"3097","week 18","1",62,"Female","Finland",5,"55-64","Strongly agree"
"3098","week 18","1",66,"Female","Finland",6,"65+","Strongly agree"
"3099","week 18","1",58,"Female","Finland",5,"55-64","Strongly agree"
"3100","week 18","3",68,"Male","Finland",6,"65+","Neutral/no opinion"
"3101","week 18","1",42,"Female","Finland",3,"35-44","Strongly agree"
"3102","week 18","1",20,"Female","Finland",1,"18-24","Strongly agree"
"3103","week 18","1",71,"Female","Finland",6,"65+","Strongly agree"
"3104","week 18","3",70,"Female","Finland",6,"65+","Neutral/no opinion"
"3105","week 18","4",39,"Male","Finland",3,"35-44","Somewhat disagree"
"3106","week 18","1",75,"Male","Finland",6,"65+","Strongly agree"
"3107","week 18","1",71,"Male","Finland",6,"65+","Strongly agree"
"3108","week 18","1",71,"Male","Finland",6,"65+","Strongly agree"
"3109","week 18","1",63,"Female","Finland",5,"55-64","Strongly agree"
"3110","week 18","1",49,"Male","Finland",4,"45-54","Strongly agree"
"3111","week 18","1",70,"Female","Finland",6,"65+","Strongly agree"
"3112","week 18","1",54,"Male","Finland",4,"45-54","Strongly agree"
"3113","week 18","4",42,"Female","Finland",3,"35-44","Somewhat disagree"
"3114","week 18","5",69,"Female","Finland",6,"65+","Strongly disagree"
"3115","week 18","1",70,"Female","Finland",6,"65+","Strongly agree"
"3116","week 18","2",43,"Female","Finland",3,"35-44","Somewhat agree"
"3117","week 18","5",81,"Female","Finland",6,"65+","Strongly disagree"
"3118","week 18","1",72,"Male","Finland",6,"65+","Strongly agree"
"3119","week 18","1",61,"Female","Finland",5,"55-64","Strongly agree"
"3120","week 18","5",68,"Female","Finland",6,"65+","Strongly disagree"
"3121","week 18","3",75,"Male","Finland",6,"65+","Neutral/no opinion"
"3122","week 18","2",65,"Male","Finland",6,"65+","Somewhat agree"
"3123","week 18","3",65,"Female","Finland",6,"65+","Neutral/no opinion"
"3124","week 18","3",57,"Female","Finland",5,"55-64","Neutral/no opinion"
"3125","week 18","2",39,"Female","Finland",3,"35-44","Somewhat agree"
"3126","week 18","1",71,"Female","Finland",6,"65+","Strongly agree"
"3127","week 18","4",35,"Male","Finland",3,"35-44","Somewhat disagree"
"3128","week 18","2",62,"Female","Finland",5,"55-64","Somewhat agree"
"3129","week 18","1",66,"Female","Finland",6,"65+","Strongly agree"
"3130","week 18","1",30,"Female","Finland",2,"25-34","Strongly agree"
"3131","week 18","5",48,"Male","Finland",4,"45-54","Strongly disagree"
"3132","week 18","3",36,"Male","Finland",3,"35-44","Neutral/no opinion"
"3133","week 18","1",39,"Male","Finland",3,"35-44","Strongly agree"
"3134","week 18","3",47,"Female","Finland",4,"45-54","Neutral/no opinion"
"3135","week 18","1",56,"Female","Finland",5,"55-64","Strongly agree"
"3136","week 18","1",64,"Female","Finland",5,"55-64","Strongly agree"
"3137","week 18","1",81,"Female","Finland",6,"65+","Strongly agree"
"3138","week 18","4",33,"Female","Finland",2,"25-34","Somewhat disagree"
"3139","week 18","1",35,"Male","Finland",3,"35-44","Strongly agree"
"3140","week 18","4",28,"Female","Finland",2,"25-34","Somewhat disagree"
"3141","week 18","3",72,"Female","Finland",6,"65+","Neutral/no opinion"
"3142","week 18","1",69,"Female","Finland",6,"65+","Strongly agree"
"3143","week 18","5",26,"Male","Finland",2,"25-34","Strongly disagree"
"3144","week 18","2",48,"Female","Finland",4,"45-54","Somewhat agree"
"3145","week 18","1",59,"Male","Finland",5,"55-64","Strongly agree"
"3146","week 18","2",65,"Male","Finland",6,"65+","Somewhat agree"
"3147","week 18","2",63,"Female","Finland",5,"55-64","Somewhat agree"
"3148","week 18","1",78,"Male","Finland",6,"65+","Strongly agree"
"3149","week 18","1",67,"Female","Finland",6,"65+","Strongly agree"
"3150","week 18","3",60,"Female","Finland",5,"55-64","Neutral/no opinion"
"3151","week 18","1",67,"Male","Finland",6,"65+","Strongly agree"
"3152","week 18","1",81,"Female","Finland",6,"65+","Strongly agree"
"3153","week 18","3",40,"Female","Finland",3,"35-44","Neutral/no opinion"
"3154","week 18","5",42,"Female","Finland",3,"35-44","Strongly disagree"
"3155","week 18","1",51,"Male","Finland",4,"45-54","Strongly agree"
"3156","week 18","4",36,"Male","Finland",3,"35-44","Somewhat disagree"
"3157","week 18","3",42,"Female","Finland",3,"35-44","Neutral/no opinion"
"3158","week 18","1",64,"Female","Finland",5,"55-64","Strongly agree"
"3159","week 18","5",24,"Female","Finland",1,"18-24","Strongly disagree"
"3160","week 18","2",42,"Female","Finland",3,"35-44","Somewhat agree"
"3161","week 18","5",35,"Male","Finland",3,"35-44","Strongly disagree"
"3162","week 18","4",71,"Female","Finland",6,"65+","Somewhat disagree"
"3163","week 18","1",64,"Male","Finland",5,"55-64","Strongly agree"
"3164","week 18","2",58,"Female","Finland",5,"55-64","Somewhat agree"
"3165","week 18","2",74,"Female","Finland",6,"65+","Somewhat agree"
"3166","week 18","1",54,"Male","Finland",4,"45-54","Strongly agree"
"3167","week 18","1",53,"Female","Finland",4,"45-54","Strongly agree"
"3168","week 18","1",46,"Male","Finland",4,"45-54","Strongly agree"
"3169","week 18","2",62,"Female","Finland",5,"55-64","Somewhat agree"
"3170","week 18","3",41,"Female","Finland",3,"35-44","Neutral/no opinion"
"3171","week 18","5",54,"Male","Finland",4,"45-54","Strongly disagree"
"3172","week 18","3",58,"Female","Finland",5,"55-64","Neutral/no opinion"
"3173","week 18","5",36,"Female","Finland",3,"35-44","Strongly disagree"
"3174","week 18","5",21,"Female","Finland",1,"18-24","Strongly disagree"
"3175","week 18","3",68,"Female","Finland",6,"65+","Neutral/no opinion"
"3176","week 18","5",58,"Male","Finland",5,"55-64","Strongly disagree"
"3177","week 18","3",44,"Female","Finland",3,"35-44","Neutral/no opinion"
"3178","week 18","1",64,"Male","Finland",5,"55-64","Strongly agree"
"3179","week 18","3",66,"Male","Finland",6,"65+","Neutral/no opinion"
"3180","week 18","1",74,"Female","Finland",6,"65+","Strongly agree"
"3181","week 18","3",56,"Female","Finland",5,"55-64","Neutral/no opinion"
"3182","week 18","5",30,"Male","Finland",2,"25-34","Strongly disagree"
"3183","week 18","3",42,"Male","Finland",3,"35-44","Neutral/no opinion"
"3184","week 18","2",54,"Male","Finland",4,"45-54","Somewhat agree"
"3185","week 18","1",75,"Male","Finland",6,"65+","Strongly agree"
"3186","week 18","1",61,"Male","Finland",5,"55-64","Strongly agree"
"3187","week 18","3",66,"Female","Finland",6,"65+","Neutral/no opinion"
"3188","week 18","1",52,"Male","Finland",4,"45-54","Strongly agree"
"3189","week 18","4",42,"Male","Finland",3,"35-44","Somewhat disagree"
"3190","week 18","2",53,"Female","Finland",4,"45-54","Somewhat agree"
"3191","week 18","1",62,"Female","Finland",5,"55-64","Strongly agree"
"3192","week 18","5",44,"Female","Finland",3,"35-44","Strongly disagree"
"3193","week 18","1",55,"Female","Finland",5,"55-64","Strongly agree"
"3194","week 18","1",55,"Male","Finland",5,"55-64","Strongly agree"
"3195","week 18","5",20,"Male","Finland",1,"18-24","Strongly disagree"
"3196","week 18","1",59,"Male","Finland",5,"55-64","Strongly agree"
"3197","week 18","4",47,"Male","Finland",4,"45-54","Somewhat disagree"
"3198","week 18","4",37,"Male","Finland",3,"35-44","Somewhat disagree"
"3199","week 18","2",23,"Male","Finland",1,"18-24","Somewhat agree"
"3200","week 18","1",57,"Male","Finland",5,"55-64","Strongly agree"
"3201","week 18","5",62,"Female","Finland",5,"55-64","Strongly disagree"
"3202","week 18","1",60,"Female","Finland",5,"55-64","Strongly agree"
"3203","week 18","3",28,"Male","Finland",2,"25-34","Neutral/no opinion"
"3204","week 18","1",64,"Female","Finland",5,"55-64","Strongly agree"
"3205","week 18","5",42,"Female","Finland",3,"35-44","Strongly disagree"
"3206","week 18","2",62,"Male","Finland",5,"55-64","Somewhat agree"
"3207","week 18","1",73,"Male","Finland",6,"65+","Strongly agree"
"3208","week 18","1",43,"Male","Finland",3,"35-44","Strongly agree"
"3209","week 18","1",71,"Female","Finland",6,"65+","Strongly agree"
"3210","week 18","3",34,"Female","Finland",2,"25-34","Neutral/no opinion"
"3211","week 18","2",57,"Male","Finland",5,"55-64","Somewhat agree"
"3212","week 18","4",58,"Female","Finland",5,"55-64","Somewhat disagree"
"3213","week 18","4",27,"Female","Finland",2,"25-34","Somewhat disagree"
"3214","week 18","2",46,"Male","Finland",4,"45-54","Somewhat agree"
"3215","week 18","1",79,"Female","Finland",6,"65+","Strongly agree"
"3216","week 18","5",33,"Male","Finland",2,"25-34","Strongly disagree"
"3217","week 18","1",72,"Male","Finland",6,"65+","Strongly agree"
"3218","week 18","1",73,"Female","Finland",6,"65+","Strongly agree"
"3219","week 18","1",72,"Female","Finland",6,"65+","Strongly agree"
"3220","week 18","2",56,"Female","Finland",5,"55-64","Somewhat agree"
"3221","week 18","1",45,"Male","Finland",4,"45-54","Strongly agree"
"3222","week 18","1",58,"Male","Finland",5,"55-64","Strongly agree"
"3223","week 18","3",56,"Female","Finland",5,"55-64","Neutral/no opinion"
"3224","week 18","5",56,"Male","Finland",5,"55-64","Strongly disagree"
"3225","week 18","1",67,"Female","Finland",6,"65+","Strongly agree"
"3226","week 18","5",20,"Female","Finland",1,"18-24","Strongly disagree"
"3227","week 18","1",46,"Male","Finland",4,"45-54","Strongly agree"
"3228","week 18","1",55,"Female","Finland",5,"55-64","Strongly agree"
"3229","week 18","2",22,"Male","Finland",1,"18-24","Somewhat agree"
"3230","week 18","2",23,"Male","Finland",1,"18-24","Somewhat agree"
"3231","week 18","5",63,"Female","Finland",5,"55-64","Strongly disagree"
"3232","week 18","1",45,"Female","Finland",4,"45-54","Strongly agree"
"3233","week 18","1",61,"Male","Finland",5,"55-64","Strongly agree"
"3234","week 18","3",67,"Female","Finland",6,"65+","Neutral/no opinion"
"3235","week 18","5",47,"Male","Finland",4,"45-54","Strongly disagree"
"3236","week 18","1",70,"Female","Finland",6,"65+","Strongly agree"
"3237","week 18","1",74,"Female","Finland",6,"65+","Strongly agree"
"3238","week 18","1",43,"Female","Finland",3,"35-44","Strongly agree"
"3239","week 18","1",57,"Male","Finland",5,"55-64","Strongly agree"
"3240","week 18","1",77,"Male","Finland",6,"65+","Strongly agree"
"3241","week 18","2",40,"Female","Finland",3,"35-44","Somewhat agree"
"3242","week 18","1",60,"Male","Finland",5,"55-64","Strongly agree"
"3243","week 18","1",67,"Male","Finland",6,"65+","Strongly agree"
"3244","week 18","1",76,"Male","Finland",6,"65+","Strongly agree"
"3245","week 18","1",61,"Male","Finland",5,"55-64","Strongly agree"
"3246","week 18","5",58,"Male","Finland",5,"55-64","Strongly disagree"
"3247","week 18","5",24,"Male","Finland",1,"18-24","Strongly disagree"
"3248","week 18","1",55,"Male","Finland",5,"55-64","Strongly agree"
"3249","week 18","1",65,"Female","Finland",6,"65+","Strongly agree"
"3250","week 18","1",74,"Female","Finland",6,"65+","Strongly agree"
"3251","week 18","5",62,"Female","Finland",5,"55-64","Strongly disagree"
"3252","week 18","1",39,"Male","Finland",3,"35-44","Strongly agree"
"3253","week 18","1",66,"Female","Finland",6,"65+","Strongly agree"
"3254","week 18","1",42,"Male","Finland",3,"35-44","Strongly agree"
"3255","week 18","5",57,"Male","Finland",5,"55-64","Strongly disagree"
"3256","week 18","5",53,"Male","Finland",4,"45-54","Strongly disagree"
"3257","week 18","1",51,"Female","Finland",4,"45-54","Strongly agree"
"3258","week 18","1",71,"Male","Finland",6,"65+","Strongly agree"
"3259","week 18","5",39,"Female","Finland",3,"35-44","Strongly disagree"
"3260","week 18","1",41,"Female","Finland",3,"35-44","Strongly agree"
"3261","week 18","1",60,"Female","Finland",5,"55-64","Strongly agree"
"3262","week 18","4",32,"Female","Finland",2,"25-34","Somewhat disagree"
"3263","week 18","1",86,"Female","Finland",6,"65+","Strongly agree"
"3264","week 18","1",63,"Male","Finland",5,"55-64","Strongly agree"
"3265","week 18","4",45,"Female","Finland",4,"45-54","Somewhat disagree"
"3266","week 18","3",22,"Male","Finland",1,"18-24","Neutral/no opinion"
"3267","week 18","5",49,"Male","Finland",4,"45-54","Strongly disagree"
"3268","week 18","3",18,"Female","Finland",1,"18-24","Neutral/no opinion"
"3269","week 18","3",19,"Female","Finland",1,"18-24","Neutral/no opinion"
"3270","week 18","3",71,"Female","Finland",6,"65+","Neutral/no opinion"
"3271","week 18","1",39,"Male","Finland",3,"35-44","Strongly agree"
"3272","week 18","4",57,"Female","Finland",5,"55-64","Somewhat disagree"
"3273","week 18","2",20,"Female","Finland",1,"18-24","Somewhat agree"
"3274","week 18","1",66,"Male","Finland",6,"65+","Strongly agree"
"3275","week 18","2",64,"Female","Finland",5,"55-64","Somewhat agree"
"3276","week 18","3",65,"Female","Finland",6,"65+","Neutral/no opinion"
"3277","week 18","4",18,"Female","Finland",1,"18-24","Somewhat disagree"
"3278","week 18","5",27,"Male","Finland",2,"25-34","Strongly disagree"
"3279","week 18","3",24,"Male","Finland",1,"18-24","Neutral/no opinion"
"3280","week 18","4",44,"Male","Finland",3,"35-44","Somewhat disagree"
"3281","week 18","5",46,"Male","Finland",4,"45-54","Strongly disagree"
"3282","week 18","2",56,"Female","Finland",5,"55-64","Somewhat agree"
"3283","week 18","5",54,"Female","Finland",4,"45-54","Strongly disagree"
"3284","week 18","3",59,"Female","Finland",5,"55-64","Neutral/no opinion"
"3285","week 18","1",43,"Male","Finland",3,"35-44","Strongly agree"
"3286","week 18","2",51,"Female","Finland",4,"45-54","Somewhat agree"
"3287","week 18","1",44,"Male","Finland",3,"35-44","Strongly agree"
"3288","week 18","1",66,"Male","Finland",6,"65+","Strongly agree"
"3289","week 18","3",51,"Female","Finland",4,"45-54","Neutral/no opinion"
"3290","week 18","1",55,"Female","Finland",5,"55-64","Strongly agree"
"3291","week 18","1",72,"Male","Finland",6,"65+","Strongly agree"
"3292","week 18","3",79,"Female","Finland",6,"65+","Neutral/no opinion"
"3293","week 18","1",64,"Female","Finland",5,"55-64","Strongly agree"
"3294","week 18","1",56,"Male","Finland",5,"55-64","Strongly agree"
"3295","week 18","5",24,"Female","Finland",1,"18-24","Strongly disagree"
"3296","week 18","1",32,"Female","Finland",2,"25-34","Strongly agree"
"3297","week 18","3",28,"Male","Finland",2,"25-34","Neutral/no opinion"
"3298","week 18","5",20,"Female","Finland",1,"18-24","Strongly disagree"
"3299","week 18","2",63,"Male","Finland",5,"55-64","Somewhat agree"
"3300","week 18","1",21,"Male","Finland",1,"18-24","Strongly agree"
"3301","week 18","3",37,"Male","Finland",3,"35-44","Neutral/no opinion"
"3302","week 18","1",63,"Male","Finland",5,"55-64","Strongly agree"
"3303","week 18","1",67,"Female","Finland",6,"65+","Strongly agree"
"3304","week 18","1",44,"Male","Finland",3,"35-44","Strongly agree"
"3305","week 18","3",65,"Male","Finland",6,"65+","Neutral/no opinion"
"3306","week 18","1",35,"Female","Finland",3,"35-44","Strongly agree"
"3307","week 18","1",54,"Female","Finland",4,"45-54","Strongly agree"
"3308","week 18","5",28,"Female","Finland",2,"25-34","Strongly disagree"
"3309","week 18","4",64,"Female","Finland",5,"55-64","Somewhat disagree"
"3310","week 18","1",56,"Male","Finland",5,"55-64","Strongly agree"
"3311","week 18","2",36,"Male","Finland",3,"35-44","Somewhat agree"
"3312","week 18","5",75,"Male","Finland",6,"65+","Strongly disagree"
"3313","week 18","1",61,"Female","Finland",5,"55-64","Strongly agree"
"3314","week 18","1",61,"Male","Finland",5,"55-64","Strongly agree"
"3315","week 18","1",40,"Female","Finland",3,"35-44","Strongly agree"
"3316","week 18","1",66,"Male","Finland",6,"65+","Strongly agree"
"3317","week 18","2",49,"Female","Finland",4,"45-54","Somewhat agree"
"3318","week 18","1",37,"Male","Finland",3,"35-44","Strongly agree"
"3319","week 18","3",21,"Male","Finland",1,"18-24","Neutral/no opinion"
"3320","week 18","5",45,"Male","Finland",4,"45-54","Strongly disagree"
